table_name,comment,Arabic comment,English comment
MLOG$_IAS_FORM_NAME3,snapshot log for master table IAS20221.IAS_FORM_NAME,snapshot log for master table IAS20221.IAS_FORM_NAME,Snapshot Log for Master Table IAS20221.IAS_FORM_NAME
MLOG$_IAS_FRM_FLD_PRIV,snapshot log for master table IAS20231.IAS_FRM_FLD_PRIV,snapshot log for master table IAS20231.IAS_FRM_FLD_PRIV,Snapshot log
MLOG$_IAS_FRM_FLD_PRIV1,snapshot log for master table IAS20192.IAS_FRM_FLD_PRIV,snapshot log for master table IAS20192.IAS_FRM_FLD_PRIV,Snapshot log
MLOG$_IAS_FRM_FLD_PRIV2,snapshot log for master table IAS20212.IAS_FRM_FLD_PRIV,snapshot log for master table IAS20212.IAS_FRM_FLD_PRIV,snapshot log
MLOG$_IAS_FRM_FLD_PRIV3,snapshot log for master table IAS20221.IAS_FRM_FLD_PRIV,snapshot log for master table IAS20221.IAS_FRM_FLD_PRIV,Snapshot Log for Master Table IAS20221.IAS_FRM_FLD_PRIV
MLOG$_IAS_GNR_CODE_DTL,snapshot log for master table IAS20231.IAS_GNR_CODE_DTL,snapshot log for master table IAS20231.IAS_GNR_CODE_DTL,Snapshot log
MLOG$_IAS_GNR_CODE_MST,snapshot log for master table IAS20231.IAS_GNR_CODE_MST,snapshot log for master table IAS20231.IAS_GNR_CODE_MST,Snapshot log
MLOG$_IAS_GNR_CRD_IDNTTY,snapshot log for master table IAS20231.IAS_GNR_CRD_IDNTTY,snapshot log for master table IAS20231.IAS_GNR_CRD_IDNTTY,Snapshot log
MLOG$_IAS_GNR_CRD_IDNTTY1,snapshot log for master table IAS20212.IAS_GNR_CRD_IDNTTY,snapshot log for master table IAS20212.IAS_GNR_CRD_IDNTTY,Snapshot log
MLOG$_IAS_GNR_CRD_IDNTTY2,snapshot log for master table IAS20221.IAS_GNR_CRD_IDNTTY,snapshot log for master table IAS20221.IAS_GNR_CRD_IDNTTY,Snapshot log
MLOG$_IAS_GRN_TYPES,snapshot log for master table IAS20231.IAS_GRN_TYPES,snapshot log for master table IAS20231.IAS_GRN_TYPES,Snapshot log
MLOG$_IAS_GRN_TYPES1,snapshot log for master table IAS20192.IAS_GRN_TYPES,snapshot log for master table IAS20192.IAS_GRN_TYPES,Snapshot log
MLOG$_IAS_GRN_TYPES2,snapshot log for master table IAS20212.IAS_GRN_TYPES,snapshot log for master table IAS20212.IAS_GRN_TYPES,Snapshot log
MLOG$_IAS_GRN_TYPES3,snapshot log for master table IAS20221.IAS_GRN_TYPES,snapshot log for master table IAS20221.IAS_GRN_TYPES,Snapshot log
MLOG$_IAS_GRP_ITM_LVL,snapshot log for master table IAS20231.IAS_GRP_ITM_LVL,snapshot log for master table IAS20231.IAS_GRP_ITM_LVL,Snapshot Log for Master Table IAS20231.IAS_GRP_ITM_LVL
MLOG$_IAS_GRP_ITM_LVL1,snapshot log for master table IAS20192.IAS_GRP_ITM_LVL,snapshot log for master table IAS20192.IAS_GRP_ITM_LVL,Snapshot log
MLOG$_IAS_GRP_ITM_LVL2,snapshot log for master table IAS20212.IAS_GRP_ITM_LVL,snapshot log for master table IAS20212.IAS_GRP_ITM_LVL,Snapshot log
MLOG$_IAS_GRP_ITM_LVL3,snapshot log for master table IAS20221.IAS_GRP_ITM_LVL,snapshot log for master table IAS20221.IAS_GRP_ITM_LVL,Snapshot Log for Master Table IAS20221.IAS_GRP_ITM_LVL
MLOG$_IAS_INSRNCE_CARD,snapshot log for master table IAS20231.IAS_INSRNCE_CARD,snapshot log for master table IAS20231.IAS_INSRNCE_CARD,Snapshot log
MLOG$_IAS_INV_MACHINE_DTL,snapshot log for master table IAS20212.IAS_INV_MACHINE_DTL,snapshot log for master table IAS20212.IAS_INV_MACHINE_DTL,Snapshot log
MLOG$_IAS_INV_MACHINE_MST,snapshot log for master table IAS20212.IAS_INV_MACHINE_MST,snapshot log for master table IAS20212.IAS_INV_MACHINE_MST,Snapshot log
MLOG$_IAS_INV_TYPES,snapshot log for master table IAS20231.IAS_INV_TYPES,snapshot log for master table IAS20231.IAS_INV_TYPES,Snapshot log
MLOG$_IAS_INV_TYPES1,snapshot log for master table IAS20192.IAS_INV_TYPES,snapshot log for master table IAS20192.IAS_INV_TYPES,Snapshot log
MLOG$_IAS_INV_TYPES2,snapshot log for master table IAS20212.IAS_INV_TYPES,snapshot log for master table IAS20212.IAS_INV_TYPES,snapshot log
MLOG$_IAS_INV_TYPES3,snapshot log for master table IAS20221.IAS_INV_TYPES,snapshot log for master table IAS20221.IAS_INV_TYPES,Snapshot log
MLOG$_IAS_ITEMS_ACTIVITY,snapshot log for master table IAS20231.IAS_ITEMS_ACTIVITY,snapshot log for master table IAS20231.IAS_ITEMS_ACTIVITY,Snapshot Log for Master Table IAS20231.ias_items
MLOG$_IAS_ITEMS_ACTIVITY1,snapshot log for master table IAS20192.IAS_ITEMS_ACTIVITY,snapshot log for master table IAS20192.IAS_ITEMS_ACTIVITY,Snapshot Log for Master Table IAS20192.ias_items_Activity
MLOG$_IAS_ITEMS_ACTIVITY2,snapshot log for master table IAS20212.IAS_ITEMS_ACTIVITY,snapshot log for master table IAS20212.IAS_ITEMS_ACTIVITY,Snapshot Log for Master Table IAS20212.AIS_ITEMS_ATIVITY
MLOG$_IAS_ITEMS_ACTIVITY3,snapshot log for master table IAS20221.IAS_ITEMS_ACTIVITY,snapshot log for master table IAS20221.IAS_ITEMS_ACTIVITY,Snapshot Log for Master Table IAS20221.ias_items
MLOG$_IAS_ITEMS_ACTIVITY_P,snapshot log for master table IAS20231.IAS_ITEMS_ACTIVITY_PRIV,snapshot log for master table IAS20231.IAS_ITEMS_ACTIVITY_PRIV,snapshot log
MLOG$_IAS_ITEMS_ACTIVITY_P1,snapshot log for master table IAS20192.IAS_ITEMS_ACTIVITY_PRIV,snapshot log for master table IAS20192.IAS_ITEMS_ACTIVITY_PRIV,Snapshot Log for Master Table IAS20192.ias_items_ctivity_priv
MLOG$_IAS_ITEMS_ACTIVITY_P2,snapshot log for master table IAS20212.IAS_ITEMS_ACTIVITY_PRIV,snapshot log for master table IAS20212.IAS_ITEMS_ACTIVITY_PRIV,Snapshot log
MLOG$_IAS_ITEMS_ACTIVITY_P3,snapshot log for master table IAS20221.IAS_ITEMS_ACTIVITY_PRIV,snapshot log for master table IAS20221.IAS_ITEMS_ACTIVITY_PRIV,Snapshot Log for Master Table IAS20221.IAS_ITEMS_ATIVITY_PRIV
MLOG$_IAS_ITEM_LEVELS,snapshot log for master table IAS20231.IAS_ITEM_LEVELS,snapshot log for master table IAS20231.IAS_ITEM_LEVELS,Snapshot Log for Master Table IAS20231.ias_ite_LEVELS
MLOG$_IAS_ITEM_LEVELS1,snapshot log for master table IAS20192.IAS_ITEM_LEVELS,snapshot log for master table IAS20192.IAS_ITEM_LEVELS,Snapshot Log for Master Table IAS20192.ias_ite_LEVELS
MLOG$_IAS_ITEM_LEVELS2,snapshot log for master table IAS20212.IAS_ITEM_LEVELS,snapshot log for master table IAS20212.IAS_ITEM_LEVELS,Snapshot Log for Master Table IAS20212.AIS_ITEM_LEVELS
MLOG$_IAS_ITEM_LEVELS3,snapshot log for master table IAS20221.IAS_ITEM_LEVELS,snapshot log for master table IAS20221.IAS_ITEM_LEVELS,Snapshot Log for Master Table IAS20221.IAS_ITEM_LEVELS
MLOG$_IAS_ITEM_PRICE,snapshot log for master table IAS20231.IAS_ITEM_PRICE,snapshot log for master table IAS20231.IAS_ITEM_PRICE,Snapshot Log for Master Table IAS20231.ias_ite_PRICE
MLOG$_IAS_ITEM_PRICE1,snapshot log for master table IAS20192.IAS_ITEM_PRICE,snapshot log for master table IAS20192.IAS_ITEM_PRICE,Snapshot Log for Master Table IAS20192.ias_ite_PRICE
MLOG$_IAS_ITEM_PRICE2,snapshot log for master table IAS20212.IAS_ITEM_PRICE,snapshot log for master table IAS20212.IAS_ITEM_PRICE,Snapshot Log for Master Table IAS20212.AIS_ITEM_PRICE
MLOG$_IAS_ITEM_PRICE3,snapshot log for master table IAS20221.IAS_ITEM_PRICE,snapshot log for master table IAS20221.IAS_ITEM_PRICE,Snapshot Log for Master Table IAS20221.IAS_ITEM_PRICE
MLOG$_IAS_ITM_ALTRNTV,snapshot log for master table IAS20231.IAS_ITM_ALTRNTV,snapshot log for master table IAS20231.IAS_ITM_ALTRNTV,snapshot log
MLOG$_IAS_ITM_ATTACH,snapshot log for master table IAS20142.IAS_ITM_ATTACH,snapshot log for master table IAS20142.IAS_ITM_ATTACH,Snapshot Log for Master Table IAS20142.ias_ITM_ATTACH
MLOG$_IAS_ITM_BATCH,snapshot log for master table IAS20231.IAS_ITM_BATCH,snapshot log for master table IAS20231.IAS_ITM_BATCH,Snapshot Log for Master Table IAS20231.ias_ITM_BATCH
MLOG$_IAS_ITM_DTL,snapshot log for master table IAS20231.IAS_ITM_DTL,snapshot log for master table IAS20231.IAS_ITM_DTL,Snapshot Log for Master Table IAS20231.ias_ITM_DTL
MLOG$_IAS_ITM_DTL1,snapshot log for master table IAS20192.IAS_ITM_DTL,snapshot log for master table IAS20192.IAS_ITM_DTL,Snapshot Log for Master Table IAS20192.ias_itm_dtl
MLOG$_IAS_ITM_DTL2,snapshot log for master table IAS20212.IAS_ITM_DTL,snapshot log for master table IAS20212.IAS_ITM_DTL,Snapshot Log for Master Table IAS20212.AIS_ITM_DTL
MLOG$_IAS_ITM_DTL3,snapshot log for master table IAS20221.IAS_ITM_DTL,snapshot log for master table IAS20221.IAS_ITM_DTL,Snapshot Log for Master Table IAS20221.IAS_ITM_DTL
MLOG$_IAS_ITM_MST,snapshot log for master table IAS20231.IAS_ITM_MST,snapshot log for master table IAS20231.IAS_ITM_MST,Snapshot Log for Master Table IAS20231.ias_ITM_Mst
MLOG$_IAS_ITM_MST1,snapshot log for master table IAS20192.IAS_ITM_MST,snapshot log for master table IAS20192.IAS_ITM_MST,Snapshot Log for Master Table IAS20192.ias_itm_Mst
MLOG$_IAS_ITM_MST2,snapshot log for master table IAS20212.IAS_ITM_MST,snapshot log for master table IAS20212.IAS_ITM_MST,Snapshot Log for Master Table IAS20212.IAS_ITM_Mst
MLOG$_IAS_ITM_MST3,snapshot log for master table IAS20221.IAS_ITM_MST,snapshot log for master table IAS20221.IAS_ITM_MST,Snapshot log
MLOG$_IAS_ITM_QTY_LMT,snapshot log for master table IAS20142.IAS_ITM_QTY_LMT,snapshot log for master table IAS20142.IAS_ITM_QTY_LMT,Snapshot log
MLOG$_IAS_ITM_UNT_BARCODE,snapshot log for master table IAS20231.IAS_ITM_UNT_BARCODE,snapshot log for master table IAS20231.IAS_ITM_UNT_BARCODE,Snapshot log
MLOG$_IAS_ITM_UNT_BARCODE1,snapshot log for master table IAS20192.IAS_ITM_UNT_BARCODE,snapshot log for master table IAS20192.IAS_ITM_UNT_BARCODE,Snapshot log
MLOG$_IAS_ITM_UNT_BARCODE2,snapshot log for master table IAS20212.IAS_ITM_UNT_BARCODE,snapshot log for master table IAS20212.IAS_ITM_UNT_BARCODE,Snapshot log
MLOG$_IAS_ITM_UNT_BARCODE3,snapshot log for master table IAS20221.IAS_ITM_UNT_BARCODE,snapshot log for master table IAS20221.IAS_ITM_UNT_BARCODE,Snapshot log
MLOG$_IAS_ITM_WCODE,snapshot log for master table IAS20231.IAS_ITM_WCODE,snapshot log for master table IAS20231.IAS_ITM_WCODE,Snapshot log
MLOG$_IAS_ITM_WCODE1,snapshot log for master table IAS20192.IAS_ITM_WCODE,snapshot log for master table IAS20192.IAS_ITM_WCODE,Snapshot log
MLOG$_IAS_ITM_WCODE2,snapshot log for master table IAS20212.IAS_ITM_WCODE,snapshot log for master table IAS20212.IAS_ITM_WCODE,Snapshot log
MLOG$_IAS_ITM_WCODE3,snapshot log for master table IAS20221.IAS_ITM_WCODE,snapshot log for master table IAS20221.IAS_ITM_WCODE,Snapshot log
MLOG$_IAS_MACHINES,snapshot log for master table IAS20231.IAS_MACHINES,snapshot log for master table IAS20231.IAS_MACHINES,Snapshot Log for Master Table IAS20231.ias_machines
MLOG$_IAS_MACHINES1,snapshot log for master table IAS20212.IAS_MACHINES,snapshot log for master table IAS20212.IAS_MACHINES,Snapshot Log for Master Table IAS20212.IAS_MASHINES
MLOG$_IAS_MACHINES2,snapshot log for master table IAS20221.IAS_MACHINES,snapshot log for master table IAS20221.IAS_MACHINES,Snapshot Log for Master Table IAS20221.ias_machines
MLOG$_IAS_MAINSUB_GRP_DTL,snapshot log for master table IAS20231.IAS_MAINSUB_GRP_DTL,snapshot log for master table IAS20231.IAS_MAINSUB_GRP_DTL,Snapshot log
MLOG$_IAS_MAINSUB_GRP_DTL1,snapshot log for master table IAS20192.IAS_MAINSUB_GRP_DTL,snapshot log for master table IAS20192.IAS_MAINSUB_GRP_DTL,Snapshot log
MLOG$_IAS_MAINSUB_GRP_DTL2,snapshot log for master table IAS20212.IAS_MAINSUB_GRP_DTL,snapshot log for master table IAS20212.IAS_MAINSUB_GRP_DTL,Snapshot log
MLOG$_IAS_MAINSUB_GRP_DTL3,snapshot log for master table IAS20221.IAS_MAINSUB_GRP_DTL,snapshot log for master table IAS20221.IAS_MAINSUB_GRP_DTL,Snapshot Log for Master Table IAS20221.IAS_MAINSub_GRP_DTL
MLOG$_IAS_MNDTRY_SCR_FIELD,snapshot log for master table IAS20231.IAS_MNDTRY_SCR_FIELDS,snapshot log for master table IAS20231.IAS_MNDTRY_SCR_FIELDS,Snapshot Log for Master Table IAS20231.ias_MNDTRY_SCR_FIELDS
MLOG$_IAS_MNDTRY_SCR_FIELD1,snapshot log for master table IAS20221.IAS_MNDTRY_SCR_FIELDS,snapshot log for master table IAS20221.IAS_MNDTRY_SCR_FIELDS,Snapshot Log for Master Table IAS20221.IAS_MNDTRY_SCR_FIELDS
MLOG$_IAS_PARA_AP,snapshot log for master table IAS20231.IAS_PARA_AP,snapshot log for master table IAS20231.IAS_PARA_AP,Snapshot Log for Master Table IAS20231.ias_para_AP
MLOG$_IAS_PARA_AP2,snapshot log for master table IAS20212.IAS_PARA_AP,snapshot log for master table IAS20212.IAS_PARA_AP,Snapshot Log for Master Table IAS20212.AIS_PARA_AP
MLOG$_IAS_PARA_AP3,snapshot log for master table IAS20221.IAS_PARA_AP,snapshot log for master table IAS20221.IAS_PARA_AP,Snapshot Log for Master Table IAS20221.IAS_PARA_AP
MLOG$_IAS_PARA_AR,snapshot log for master table IAS20231.IAS_PARA_AR,snapshot log for master table IAS20231.IAS_PARA_AR,Snapshot Log for Master Table IAS20231.ias_para_ar
MLOG$_IAS_PARA_AR1,snapshot log for master table IAS20192.IAS_PARA_AR,snapshot log for master table IAS20192.IAS_PARA_AR,Snapshot Log for Master Table IAS20192.ias_para_ar
MLOG$_IAS_PARA_AR2,snapshot log for master table IAS20212.IAS_PARA_AR,snapshot log for master table IAS20212.IAS_PARA_AR,Snapshot Log for Master Table IAS20212.AIS_PARA_AR
MLOG$_IAS_PARA_AR3,snapshot log for master table IAS20221.IAS_PARA_AR,snapshot log for master table IAS20221.IAS_PARA_AR,Snapshot Log for Master Table IAS20221.IAS_PARA_AR
MLOG$_IAS_PARA_GEN,snapshot log for master table IAS20231.IAS_PARA_GEN,snapshot log for master table IAS20231.IAS_PARA_GEN,Snapshot Log for Master Table IAS20231.ias_para_gen
MLOG$_IAS_PARA_GEN1,snapshot log for master table IAS20192.IAS_PARA_GEN,snapshot log for master table IAS20192.IAS_PARA_GEN,Snapshot Log for Master Table IAS20192.ias_para_gen
MLOG$_IAS_PARA_GEN2,snapshot log for master table IAS20212.IAS_PARA_GEN,snapshot log for master table IAS20212.IAS_PARA_GEN,Snapshot Log for Master Table IAS20212.AIS_PARA_AGEN
MLOG$_IAS_PARA_GEN3,snapshot log for master table IAS20221.IAS_PARA_GEN,snapshot log for master table IAS20221.IAS_PARA_GEN,Snapshot Log for Master Table IAS20221.IAS_PARA_GEN
MLOG$_IAS_PARA_GL,snapshot log for master table IAS20231.IAS_PARA_GL,snapshot log for master table IAS20231.IAS_PARA_GL,Snapshot Log for Master Table IAS20231.ias_para_GL
MLOG$_IAS_PARA_GL1,snapshot log for master table IAS20192.IAS_PARA_GL,snapshot log for master table IAS20192.IAS_PARA_GL,Snapshot Log for Master Table IAS20192.ias_para_GL
MLOG$_IAS_PARA_GL2,snapshot log for master table IAS20212.IAS_PARA_GL,snapshot log for master table IAS20212.IAS_PARA_GL,Snapshot Log for Master Table IAS20212.IAS_PARA_GL
MLOG$_IAS_PARA_GL3,snapshot log for master table IAS20221.IAS_PARA_GL,snapshot log for master table IAS20221.IAS_PARA_GL,Snapshot log
MLOG$_IAS_PARA_INV,snapshot log for master table IAS20231.IAS_PARA_INV,snapshot log for master table IAS20231.IAS_PARA_INV,Snapshot Log for Master Table IAS20231.ias_para_inv
MLOG$_IAS_PARA_INV1,snapshot log for master table IAS20192.IAS_PARA_INV,snapshot log for master table IAS20192.IAS_PARA_INV,Snapshot Log for Master Table IAS20192.ias_para_inv
MLOG$_IAS_PARA_INV2,snapshot log for master table IAS20212.IAS_PARA_INV,snapshot log for master table IAS20212.IAS_PARA_INV,Snapshot Log for Master Table IAS20212.AIS_PARA_INV
MLOG$_IAS_PARA_INV3,snapshot log for master table IAS20221.IAS_PARA_INV,snapshot log for master table IAS20221.IAS_PARA_INV,Snapshot log
MLOG$_IAS_PI_BILL_DTL,snapshot log for master table IAS20212.IAS_PI_BILL_DTL,snapshot log for master table IAS20212.IAS_PI_BILL_DTL,Snapshot log
MLOG$_IAS_PI_BILL_MST,snapshot log for master table IAS20212.IAS_PI_BILL_MST,snapshot log for master table IAS20212.IAS_PI_BILL_MST,Snapshot log
MLOG$_IAS_PJ_TREE,snapshot log for master table IAS20142.IAS_PJ_TREE,snapshot log for master table IAS20142.IAS_PJ_TREE,Snapshot Log for Master Table IAS20142.ias_pj_tree
MLOG$_IAS_POINT_CALC_TRNS,snapshot log for master table IAS20142.IAS_POINT_CALC_TRNS,snapshot log for master table IAS20142.IAS_POINT_CALC_TRNS,Snapshot log
MLOG$_IAS_POINT_TYP_CALC_D,snapshot log for master table IAS20231.IAS_POINT_TYP_CALC_DTL,snapshot log for master table IAS20231.IAS_POINT_TYP_CALC_DTL,Snapshot Log for Master Table ias20231.ias_Point_typ_calc_dtl
MLOG$_IAS_POINT_TYP_CALC_D1,snapshot log for master table IAS20221.IAS_POINT_TYP_CALC_DTL,snapshot log for master table IAS20221.IAS_POINT_TYP_CALC_DTL,Snapshot Log for Master Table IAS20221.IAS_POINT_TYP_CALC_DTL
MLOG$_IAS_POINT_TYP_CALC_D2,snapshot log for master table IAS20212.IAS_POINT_TYP_CALC_DTL,snapshot log for master table IAS20212.IAS_POINT_TYP_CALC_DTL,Snapshot Log for Master Table IAS20212.IAS_POINT_TYP_CALC_DTL
MLOG$_IAS_POINT_TYP_GRP_DT,snapshot log for master table IAS20231.IAS_POINT_TYP_GRP_DTL,snapshot log for master table IAS20231.IAS_POINT_TYP_GRP_DTL,Snapshot log
MLOG$_IAS_POINT_TYP_MST,snapshot log for master table IAS20231.IAS_POINT_TYP_MST,snapshot log for master table IAS20231.IAS_POINT_TYP_MST,Snapshot Log for Master Table IAS20231.ias_Point_typ_Mst
MLOG$_IAS_POINT_TYP_MST1,snapshot log for master table IAS20192.IAS_POINT_TYP_MST,snapshot log for master table IAS20192.IAS_POINT_TYP_MST,Snapshot Log for Master Table IAS20192.ias_point_typ_Mst
MLOG$_IAS_POINT_TYP_MST2,snapshot log for master table IAS20212.IAS_POINT_TYP_MST,snapshot log for master table IAS20212.IAS_POINT_TYP_MST,Snapshot log
MLOG$_IAS_POINT_TYP_MST3,snapshot log for master table IAS20221.IAS_POINT_TYP_MST,snapshot log for master table IAS20221.IAS_POINT_TYP_MST,Snapshot log
MLOG$_IAS_POINT_TYP_RPLC_D,snapshot log for master table IAS20231.IAS_POINT_TYP_RPLC_DTL,snapshot log for master table IAS20231.IAS_POINT_TYP_RPLC_DTL,Snapshot Log for Master Table IAS20231.ias_Point_typ_rplc_dtl
MLOG$_IAS_POINT_TYP_RPLC_D1,snapshot log for master table IAS20192.IAS_POINT_TYP_RPLC_DTL,snapshot log for master table IAS20192.IAS_POINT_TYP_RPLC_DTL,Snapshot Log for Master Table IAS20192.ias_point_typ_rplc_dtl
MLOG$_IAS_POINT_TYP_RPLC_D2,snapshot log for master table IAS20212.IAS_POINT_TYP_RPLC_DTL,snapshot log for master table IAS20212.IAS_POINT_TYP_RPLC_DTL,Snapshot Log for Master Table IAS20212.AIS_POINT_TYP_RPLC_DTL
MLOG$_IAS_POINT_TYP_RPLC_D3,snapshot log for master table IAS20221.IAS_POINT_TYP_RPLC_DTL,snapshot log for master table IAS20221.IAS_POINT_TYP_RPLC_DTL,Snapshot Log for Master Table IAS20221.IAS_POINT_TYP_RPLC_DTL
MLOG$_IAS_PORDER_TYPES,snapshot log for master table IAS20192.IAS_PORDER_TYPES,snapshot log for master table IAS20192.IAS_PORDER_TYPES,Snapshot log
MLOG$_IAS_PORDER_TYPES1,snapshot log for master table IAS20231.IAS_PORDER_TYPES,snapshot log for master table IAS20231.IAS_PORDER_TYPES,Snapshot log
MLOG$_IAS_PORDER_TYPES2,snapshot log for master table IAS20221.IAS_PORDER_TYPES,snapshot log for master table IAS20221.IAS_PORDER_TYPES,Snapshot Log for Master Table IAS20221.IAS_PORDER_Types
MLOG$_IAS_POST_DTL,snapshot log for master table IAS20231.IAS_POST_DTL,snapshot log for master table IAS20231.IAS_POST_DTL,Snapshot Log for Master Table IAS20231.ias_post_dtl
MLOG$_IAS_POST_DTL1,snapshot log for master table IAS20192.IAS_POST_DTL,snapshot log for master table IAS20192.IAS_POST_DTL,Snapshot Log for Master Table IAS20192.ias_post_dtl
MLOG$_IAS_POST_DTL2,snapshot log for master table IAS20212.IAS_POST_DTL,snapshot log for master table IAS20212.IAS_POST_DTL,Snapshot Log for Master Table IAS20212.AIS_POST_DTL
MLOG$_IAS_POST_DTL3,snapshot log for master table IAS20221.IAS_POST_DTL,snapshot log for master table IAS20221.IAS_POST_DTL,Snapshot Log for Master Table IAS20221.IAS_POST_DTL
MLOG$_IAS_PRICING_LEVELS,snapshot log for master table IAS20231.IAS_PRICING_LEVELS,snapshot log for master table IAS20231.IAS_PRICING_LEVELS,Snapshot Log for Master Table IAS20231.ias_PRICING_LEVELS
MLOG$_IAS_PRICING_LEVELS1,snapshot log for master table IAS20192.IAS_PRICING_LEVELS,snapshot log for master table IAS20192.IAS_PRICING_LEVELS,Snapshot Log for Master Table IAS20192.ias_PRICING_LEVELS
MLOG$_IAS_PRICING_LEVELS2,snapshot log for master table IAS20212.IAS_PRICING_LEVELS,snapshot log for master table IAS20212.IAS_PRICING_LEVELS,Snapshot log
MLOG$_IAS_PRICING_LEVELS3,snapshot log for master table IAS20221.IAS_PRICING_LEVELS,snapshot log for master table IAS20221.IAS_PRICING_LEVELS,Snapshot log
MLOG$_IAS_PRINT_BARCODE_TM,snapshot log for master table IAS20212.IAS_PRINT_BARCODE_TMP,snapshot log for master table IAS20212.IAS_PRINT_BARCODE_TMP,Snapshot log
MLOG$_IAS_PRIV_ACTVTY,snapshot log for master table IAS20231.IAS_PRIV_ACTVTY,snapshot log for master table IAS20231.IAS_PRIV_ACTVTY,Snapshot Log for Master Table IAS20231.ias_Priv_Actvty
MLOG$_IAS_PRIV_ACTVTY1,snapshot log for master table IAS20212.IAS_PRIV_ACTVTY,snapshot log for master table IAS20212.IAS_PRIV_ACTVTY,Snapshot Log for Master Table IAS20212.AIS_PRIV_Actvty
MLOG$_IAS_PRIV_AP,snapshot log for master table IAS20231.IAS_PRIV_AP,snapshot log for master table IAS20231.IAS_PRIV_AP,Snapshot log
MLOG$_IAS_PRIV_AP1,snapshot log for master table IAS20192.IAS_PRIV_AP,snapshot log for master table IAS20192.IAS_PRIV_AP,Snapshot Log for Master Table IAS20192.ias_priv_AP
MLOG$_IAS_PRIV_AP2,snapshot log for master table IAS20212.IAS_PRIV_AP,snapshot log for master table IAS20212.IAS_PRIV_AP,Snapshot Log for Master Table IAS20212.AIS_PRIV_AP
MLOG$_IAS_PRIV_AP3,snapshot log for master table IAS20221.IAS_PRIV_AP,snapshot log for master table IAS20221.IAS_PRIV_AP,Snapshot Log for Master Table IAS20221.IAS_PRIV_AP
MLOG$_IAS_PRIV_AR,snapshot log for master table IAS20231.IAS_PRIV_AR,snapshot log for master table IAS20231.IAS_PRIV_AR,Snapshot Log for Master Table IAS20231.ias_priv_AR
MLOG$_IAS_PRIV_AR1,snapshot log for master table IAS20212.IAS_PRIV_AR,snapshot log for master table IAS20212.IAS_PRIV_AR,Snapshot Log for Master Table IAS20212.AIS_PRIV_AR
MLOG$_IAS_PRIV_AR2,snapshot log for master table IAS20221.IAS_PRIV_AR,snapshot log for master table IAS20221.IAS_PRIV_AR,Snapshot Log for Master Table IAS20221.IAS_PRIV_AR
MLOG$_IAS_PRIV_COLLECTORS,snapshot log for master table IAS20231.IAS_PRIV_COLLECTORS,snapshot log for master table IAS20231.IAS_PRIV_COLLECTORS,Snapshot Log for Master Table IAS20231.ias_Priv_Collectors
MLOG$_IAS_PRIV_COLLECTORS1,snapshot log for master table IAS20212.IAS_PRIV_COLLECTORS,snapshot log for master table IAS20212.IAS_PRIV_COLLECTORS,Snapshot log
MLOG$_IAS_PRIV_CUSTOMER,snapshot log for master table IAS20231.IAS_PRIV_CUSTOMER,snapshot log for master table IAS20231.IAS_PRIV_CUSTOMER,Snapshot Log for Master Table IAS20231.ias_priv_Customer
MLOG$_IAS_PRIV_CUSTOMER1,snapshot log for master table IAS20192.IAS_PRIV_CUSTOMER,snapshot log for master table IAS20192.IAS_PRIV_CUSTOMER,Snapshot log
MLOG$_IAS_PRIV_CUSTOMER2,snapshot log for master table IAS20212.IAS_PRIV_CUSTOMER,snapshot log for master table IAS20212.IAS_PRIV_CUSTOMER,Snapshot Log for Master Table IAS20212.AIS_PRIV_CUCTOMER
MLOG$_IAS_PRIV_CUSTOMER3,snapshot log for master table IAS20221.IAS_PRIV_CUSTOMER,snapshot log for master table IAS20221.IAS_PRIV_CUSTOMER,Snapshot Log for Master Table IAS20221.IAS_PRIV_CUCTOMER
MLOG$_IAS_PRIV_INV_TYPE,snapshot log for master table IAS20231.IAS_PRIV_INV_TYPE,snapshot log for master table IAS20231.IAS_PRIV_INV_TYPE,Snapshot log
MLOG$_IAS_PRIV_INV_TYPE1,snapshot log for master table IAS20192.IAS_PRIV_INV_TYPE,snapshot log for master table IAS20192.IAS_PRIV_INV_TYPE,Snapshot log
MLOG$_IAS_PRIV_INV_TYPE2,snapshot log for master table IAS20212.IAS_PRIV_INV_TYPE,snapshot log for master table IAS20212.IAS_PRIV_INV_TYPE,Snapshot log
MLOG$_IAS_PRIV_INV_TYPE3,snapshot log for master table IAS20221.IAS_PRIV_INV_TYPE,snapshot log for master table IAS20221.IAS_PRIV_INV_TYPE,Snapshot log
MLOG$_IAS_PRIV_PRICE,snapshot log for master table IAS20231.IAS_PRIV_PRICE,snapshot log for master table IAS20231.IAS_PRIV_PRICE,Snapshot Log for Master Table IAS20231.IAS_PRIV_PRICE
MLOG$_IAS_PRIV_PRICE1,snapshot log for master table IAS20192.IAS_PRIV_PRICE,snapshot log for master table IAS20192.IAS_PRIV_PRICE,Snapshot log
MLOG$_IAS_PRIV_PRICE2,snapshot log for master table IAS20212.IAS_PRIV_PRICE,snapshot log for master table IAS20212.IAS_PRIV_PRICE,Snapshot Log for Master Table IAS20212.AIS_PRIV_PRICE
MLOG$_IAS_PRIV_PRICE3,snapshot log for master table IAS20221.IAS_PRIV_PRICE,snapshot log for master table IAS20221.IAS_PRIV_PRICE,Snapshot Log for Master Table IAS20221.IAS_PRIV_PRICE
